MAPS_BTnc201_logFC	MAPS_BTnc201_logCPM	MAPS_BTnc201_F	MAPS_BTnc201_p_value	MAPS_BTnc201_FDR	locus_tag
-4.368219676351	4.17269814966152	335.958914748661	1	7.90556755382911e-10	BT_4013
-3.58429535810195	3.50273659899098	263.243704841969	1	2.93253201428566e-9	BT_p548229
-4.69258187839128	2.07384252864944	174.2858207471	1	5.75397041899126e-8	BT_4014
1.35835135714187	4.32166287750523	83.1672229828079	1.38590662003122e-8	1.8244074746091e-5	BT_2167
-2.61560177843597	1.99305886781286	77.8967968077578	1	2.50485777918514e-5	BT_p548227
-3.57813149275259	1.50047989091537	75.549122856187	1	2.70596603279586e-5	BT_p548228
1.16683652998647	6.38350204343515	73.5515287218476	3.52035655496084e-8	2.89637335559403e-5	BT_1675
0.815995735238238	4.52303476350635	31.707317707573	1.07889628648013e-5	0.007435605543248	BT_0644
4.81982566931596	-0.221822795565066	31.4654038443586	1.12968786740322e-5	0.007435605543248	BT_4543
-0.873933345931473	6.30179123560216	29.7752302339899	1	0.009383818739282	BT_3925
-0.743024972117036	4.76963340836345	26.5609370559848	1	0.016613638140122	BTnc217
0.706084322034875	6.20056635385531	26.1574961909491	3.30118493886476e-5	0.016714153282775	BT_1841
0.673611990115017	5.57452609839724	25.3113323877846	3.96495821236032e-5	0.018640967824111	BT_1334
-0.702053119644948	6.81175898912262	24.4219528508249	1	0.02117872562706	BT_2726
3.59139788087207	-0.295393771397296	23.2545457730268	6.28927215755e-5	0.025872493338054	BT_1263
0.637586561255662	5.71559347344403	22.9631116432601	6.7271544843e-5	0.026045959303244	BT_4304
-0.800849996804025	5.55870692302558	21.7517571020464	1	0.029446843435024	BT_3981
-0.746895796808857	4.28842693603782	21.9692666415292	1	0.029446843435024	BT_3337
0.806204826955766	3.26802236266104	21.8331373022071	8.7753648737e-5	0.029446843435024	BT_2146
-2.44775628025457	0.644624928692641	20.4014954302229	1	0.036015186977144	BT_4540
-0.620617846976159	4.6908625821312	20.3297456018477	1	0.036015186977144	BT_4060
-0.599058643429558	5.62190762253456	20.1814497584591	1	0.036015186977144	BT_4694
0.615172218220636	6.6178145108069	20.573808155242	1.19134432967e-4	0.036015186977144	BT_4303
0.588671625905103	6.2273479262525004	19.2748002630988	1.65147869776e-4	0.043480131154649	BT_4305
0.879928324650201	2.68371402386522	18.528747971294	2.00318573677e-4	0.050711417382332	BT_3967
-0.755550519435549	6.25056362754073	18.292577638552	1	0.051956318667825	BT_t66
0.63900359040243	4.41675976744455	18.0844823809147	2.25175933698e-4	0.052932428414298	BT_1451
0.571147505209978	6.48268432658448	17.917193589075	2.35409586047e-4	0.053429858460704	BT_1107
0.561671389319205	5.370570830925	17.5862539623135	2.57213185351e-4	0.056432572865847	BT_0701
0.772928156472971	3.0490941623562	16.7582442215756	3.22289445561e-4	0.068429326796178	BT_2159
-0.565939991011929	7.00931365399878	16.5899528330888	1	0.069449477391971	BT_2739
0.537837752752893	4.95595565900098	15.5967749496941	4.46645343142e-4	0.089085443895641	BT_0584
0.671680681541084	3.4245455057817	15.4918994245097	4.60276858151e-4	0.089104184716205	BT_1784
-0.889918696432192	2.89809247200776	15.2584676281566	1	0.09209082292488	BT_2200
0.534473312934913	6.95043706635343	15.1796145441105	5.03687272151e-4	0.09209082292488	BT_1660
-0.955530945668806	2.07664719550266	14.7420394756615	1	0.099142635533167	BT_2248
-0.908709454653385	2.37156524673304	14.7780180448574	1	0.099142635533167	BT_4061
