locus_tag	b_theta_rnaseq_WT_vs_del_MasB_log2FoldChange	b_theta_rnaseq_WT_vs_del_MasB_p_value	b_theta_rnaseq_WT_vs_del_MasB_padj
BT_0848	0.014705500147492	0.929262430178661	0.986303683276576
BT_0849	-0.117663727166942	0.461936540012431	NA
BT_0850	-0.019050911867403	0.755585082794106	NA
BT_0851	0.042840771922956	0.508218711010294	NA
BT_0852	-0.026509372430963	0.763996854412387	NA
BT_0853	0.195893852963504	0.138993726058734	0.489017349662411
BT_0854	-0.447347424863524	0.009662362451932	0.092309619351483
BT_0855	0.127066395223548	0.627645176967886	0.903131966986478
BT_0856	0.120681505219105	0.558953867031631	0.868060929494042
BT_0857	0.332476210237722	0.212239659965775	NA
BT_0858	-0.099685556756502	0.686455025359826	NA
BT_0859	0.330703523805915	0.192803285883478	0.579565994432764
BT_0860	0.10882405267928	0.669266991121741	NA
BT_0861	0.326692847800074	0.218139964518395	NA
BT_0862	-0.237531527418169	0.369190547562767	NA
BT_0863	0.088442524076348	0.733016588282349	NA
BT_0864	-0.169357186340085	0.524912799923111	NA
BT_0865	0.437062381481419	0.098738893262315	NA
BT_0866	0.266949277765933	0.314137317438085	NA
BT_0867	0.879203214540996	6.78075487623e-4	0.011703199100059
BT_0868	0.092899589893753	0.3815454117754	0.759545193984938
BT_0869	0.027283678629745	0.746759961371289	0.940948655491109
BT_0870	0.145258827231294	0.104101679191636	0.424173768554785
BT_0871	-0.093606156110298	0.334810747496994	0.723183308790732
BT_0872	0.083883454723985	0.29046980235598	0.675189104229629
BT_0873	0.259911690933723	0.022410192338179	0.163997787530791
BT_0874	0.343088465821447	0.082266590136951	0.376977298681032
BT_0875	0.008754340017654	0.936139618732516	0.987697481240564
BT_0876	0.12580485694814	0.33061836260585	0.717942189183861
BT_0877	-0.08504102393743	0.518462203039119	0.849309988697332
BT_0878	0.041607131996829	0.838288188390544	0.968517992207452
BT_0879	-0.079166916769943	0.735980057814285	0.93528329878075
BT_0880	0.070641225956864	0.789543859060666	0.958542485407373
BT_0881	-0.314603084454991	0.197261354137951	0.584046893997737
BT_0882	-0.182686996265015	0.349930977966208	0.735264005717703
BT_0883	0.159807808551176	0.032675117789773	0.211607532730585
BT_0884	-0.340098291949988	1.1341326593e-4	0.002712281961025
BT_0885	-0.254191038859688	0.013995555583427	0.118785465993204
BT_0886	-0.348453039205271	1.30160398381e-4	0.002976605610481
BT_0887	-0.17432683640754	0.489408145643936	0.831743801630824
BT_0888	0.073087392671267	0.395818328658512	0.769657870461445
BT_0889	0.103835627146454	0.179266562789378	0.560150600551952
BT_0890	0.013890890238021	0.940945311825508	0.988541046759718
BT_0891	-0.184885811599772	0.063695347434649	0.324597877804149
BT_0892	-0.017885736814789	0.864276779118883	0.977856751637599
BT_0893	0.249892324843479	0.218783922364549	0.607066221823007
BT_0894	-0.035328071718934	0.699088463216415	0.918555236155559
BT_0895	0.063870738697891	0.545492578442727	0.865181419679897
BT_0896	-0.064765431441519	0.552659511546253	0.866541109802265
BT_0897	0.056114464245734	0.451586386519599	0.815329466100908
BT_0898	0.135707035868948	0.059174110741181	0.309311530288546
BT_0899	0.098975637122879	0.291360098969106	0.675189104229629
BT_0900	0.188504592638679	0.011840392669576	0.106032368296837
BT_0901	-0.059419206339275	0.407695785673918	0.777470171814992
BT_0902	-0.210015771538412	0.020551590921436	0.154094817994948
BT_0903	0.039709007317982	0.635635674824405	0.903131966986478
BT_0904	0.244647875480394	0.007282452232337	0.074224213699501
BT_0905	0.168324375854173	0.080216714865679	0.372478375245585
BT_0906	0.178656158637907	0.082692508219716	0.377468339016675
BT_0907	0.208653831224733	0.021027610451659	0.156569888393874
BT_0908	0.242491329805719	0.004473590172646	0.050834988949417
BT_0909	0.326262372858749	3.64861039801204e-5	0.001085387434661
BT_0910	0.151612950741657	0.049575111128515	0.280363727386765
BT_0911	0.030930986570275	0.851389857680924	0.974452274593482
BT_0912	0.198536483397974	0.273265789561064	0.663187887942071
BT_0913	0.116547833443312	0.336989944048949	0.7250957038871
BT_0914	0.146260710160888	0.254779352345464	0.650731163813667
BT_0915	-0.134886578446403	0.149322949724089	0.506839214323231
BT_0916	-0.127811454993609	0.140991461483752	0.493163531334831
BT_0917	-0.037648989985313	0.886813700379886	0.983198774735602
BT_0918	0.046460142647667	0.8615348281349	NA
BT_0919	0.093102248892621	0.715792230434973	NA
BT_0920	-0.021045609562026	0.816307598010233	0.961335533028465
BT_0921	-9.2733525315e-4	0.99289686445066	0.998628264712744
BT_0922	-0.079923326884232	0.493708034693333	0.832935113926588
BT_0923	-0.071499419034358	0.62973696658245	0.903131966986478
BT_0924	0.291170742035146	2.81131098667e-4	0.005729621127227
BT_0925	0.298840773378416	9.33858407299e-4	0.015052810186377
BT_0926	0.34487068446629	1.40827303367e-4	0.003141994530619
BT_0927	-0.079241076397269	0.557519736993905	0.868060929494042
BT_0928	0.002401924126786	0.984269320841789	0.995417579414609
BT_0929	0.177933055552834	0.024697772008597	0.174795256826804
BT_0930	-0.001596084601969	0.984084878165436	NA
BT_0931	-0.103773285202731	0.59287974792379206	0.887429066096133
BT_0932	-0.188419475125869	0.273114246309602	0.663187887942071
BT_0933	-0.232935372898921	0.365331085298199	0.743876706236009
BT_0934	-0.130609104870384	0.52332038628848	0.851792390315635
BT_0935	-0.002783476901863	0.99045310876725	NA
BT_0936	NA	NA	NA
BT_0937	-0.25414444958083	0.282671973385913	NA
BT_0938	-0.419804888313522	0.00142108811245	0.020799045613822
BT_0939	-0.108791929289836	0.63101741113815	0.903131966986478
BT_0940	0.00665978957952	0.979300517728848	0.994408123515383
BT_0941	-0.456512764401611	0.071212686147909	0.343397849831569
BT_0942	-0.073279547729106	0.719928485879267	0.931038259222691
BT_0943	-0.309168492562469	0.216894712339514	0.606855066471655
BT_0944	-0.307082508364316	0.231856568557526	NA
BT_0945	-0.509934483177144	0.05458511143155	0.295719564839088
BT_0946	-0.039654055462886	0.793956119206031	0.960295789752465
BT_0947	-0.054559009588194	0.838566606664413	NA
BT_0948	0.220658090857257	0.347800783697196	NA
BT_0949	0.138492016669888	0.543246004893579	NA
BT_0950	-0.189774732702339	0.39961690683947	0.772409925346938
BT_0951	0.121962750084665	0.59028032444876	0.885541495349739
BT_0952	0.080744727371132	0.667207136521209	0.911075155471729
BT_0953	0.226171174538618	0.283866465180733	0.673359632487792
BT_0954	0.033180644617424	0.70866871059147	0.924136432912742
BT_0955	0.113448574545233	0.275337964720571	0.66499116363866
BT_0956	0.229880918165739	0.156521634460319	0.519702958702639
BT_0957	0.23452477856716	0.231606109263021	0.621553689077525
BT_0958	0.045803543641124	0.706180665358921	0.92249734185944
BT_0959	-0.046002002479637	0.787475395218207	0.957497762376453
BT_0960	0.144497674030488	0.426614729005217	0.796826591847926
BT_0961	0.214563852134299	0.416485698872554	NA
BT_0962	0.093429712199982	0.623825549004202	0.900693167695415
BT_0963	-0.013575173920891	0.944054566904349	0.98964147498766
BT_0964	0.211245508000661	0.328633560876676	0.716182370010576
BT_0965	0.206701835144917	0.214627389709933	0.605024359744719
BT_0966	-0.066651800699507	0.646211275106678	0.905905807987329
BT_0967	0.164577434340782	0.310444705887517	NA
BT_0968	0.459037870996385	0.037761027082127	0.234242462233228
BT_0969	0.041909426164713	0.749382356523199	0.941937633220181
BT_0970	-0.00184077764913	0.983193317687304	0.995417579414609
BT_0971	0.08284094255676	0.666307067239514	0.911075155471729
BT_0972	-0.059457014033485	0.800170233368561	0.960295789752465
BT_0973	0.113166004167019	0.33833256170207	0.725224864245971
BT_0974	0.220157116940511	0.23743237669552	0.630453604012271
BT_0975	0.293107382818659	0.161555839168481	0.529431285597944
BT_0976	0.170942532325705	0.310035914273835	0.692764916712295
BT_0977	-0.456369482153347	0.060421714199789	0.312705873065105
BT_0978	-0.257456052640353	0.292392464313079	NA
BT_0979	0.089552607775846	0.589118228503769	0.88489961423151
BT_0980	-0.041422253750071	0.801522817064283	0.960295789752465
BT_0981	0.153839622836555	0.100787751187704	0.415432748654384
BT_0982	0.029637871615403	0.835634194036217	NA
BT_0983	-0.43114075121202	0.086031264522492	0.38388828888756
BT_0984	-0.051091132413595	0.846569612188957	0.97345437387556
BT_0985	-0.084942969818866	0.750810855567786	NA
BT_0986	0.217011522862433	0.217188764036354	0.606855066471655
BT_0987	0.2043240452927	0.121173650562903	0.459909497473987
BT_0988	0.109884092287344	0.118441331448055	0.456666840641131
BT_0989	-0.043150697062449	0.811217767550922	0.960295789752465
BT_0990	0.014415864244233	0.919719535213753	0.985301054586136
BT_0991	0.165902704695084	0.471604236114906	0.82621319537483
BT_0992	0.028249403209894	0.908904068979223	0.984147793578967
BT_0993	-0.218450588424358	0.350049165881454	0.735264005717703
BT_0994	0.215994995729325	0.329222076545563	0.71670887156735
BT_0995	0.069336768562429	0.778214815973467	0.956264824090074
BT_0996	-0.026158007600903	0.911992567560244	0.984405151168699
BT_0997	0.138417447041364	0.590396373296315	NA
BT_0998	-0.208538105846218	0.018939825029257	0.146823770724686
BT_0999	0.071751399375413	0.766035165956165	0.949178012947378
BT_1000	0.255374764159561	0.083414785727992	0.379289915205928
BT_1001	-0.167558473145277	0.529932679604789	NA
BT_1002	-0.406328759620648	0.128121675655701	NA
BT_1003	-0.081928894668945	0.681665969012662	0.914554099270827
BT_1004	-0.021575499492649	0.872217952321618	0.980600862093446
BT_1005	-0.160758292707212	0.398370398070885	NA
BT_1006	-0.370917340417895	2.27023427812647e-5	7.16102346868e-4
BT_1007	-0.194334487572526	0.022716790571209	0.165022845916205
BT_1008	-0.203217051924624	0.071065452168825	0.343397849831569
BT_1009	-0.31160758038952	0.039140860571549	0.239389470835219
BT_1010	-0.371304710680785	0.151890873697576	NA
BT_1011	0.168398631671265	0.320779278406363	NA
BT_1012	-0.020798391650771	0.932012857669079	NA
BT_1013	0.004308553724644	0.987141301422658	NA
BT_1014	-0.111828402733785	0.635376365162082	NA
BT_1015	-0.006568924930024	0.949633598864005	0.989795275678874
BT_1016	-0.421926901562409	7.69009263394576e-6	2.81380489476e-4
BT_1017	-0.014965012059512	0.934142083568488	0.987320458620788
BT_1018	0.135349698848272	0.566330117087993	0.870978591689107
BT_1019	-0.088728487628282	0.619756093290011	0.899546703874019
BT_1020	0.177383631561933	0.497409610642661	0.835174686304134
BT_1021	0.252784932164514	0.325844375908357	NA
BT_1022	0.011260035420073	0.920528222874731	0.985301054586136
BT_1023	0.031491433044921	0.799160690780845	0.960295789752465
BT_1024	-0.044807733851589	0.835804044672768	0.967480860315615
BT_1025	0.061545685328374	0.79546625203565	0.960295789752465
BT_1026	-0.147265065539818	0.524613138680982	NA
BT_1027	-0.096354687974788	0.258158239551375	NA
BT_1028	-0.226361324572191	0.235593639951859	0.629045225789557
BT_1029	0.009822876588949	0.959698872071543	0.99003027334098
BT_1030	0.192419948800976	0.43196576636054	0.802472828860709
BT_1031	-0.112834121087533	0.604415353158903	0.891037782920398
BT_1032	-0.155315494398483	0.030762057531463	0.202443108826663
BT_1033	0.012706750136429	0.888888556308254	0.983198774735602
BT_1034	-0.145901289811236	0.524588229459148	0.853097036262676
BT_1035	-0.119195753547145	0.442183813593158	0.808571001467949
BT_1036	-0.081783701336569	0.754736892627437	0.943657962123856
BT_1037	-0.018503249061306	0.943574005081108	NA
BT_1038	-0.039979132804185	0.870056757051978	NA
BT_1039	0.122302575402938	0.647733659913505	NA
BT_1040	0.046373646516827	0.859592296313621	0.976365219154119
BT_1041	6.95046101797e-4	0.996338850653086	0.999016692277337
BT_1042	0.07981210907085	0.733187951274802	0.933774700213889
BT_1043	0.024407274420662	0.921603923947934	NA
BT_1044	0.115371151770593	0.662123890288613	NA
BT_1045	0.049225967975196	0.853401479439775	NA
BT_1046	-0.177728676595481	0.497758942828318	NA
BT_1047	-0.166121262101017	0.432756265410509	NA
BT_1048	0.049984561143037	0.829634723012804	NA
BT_1049	-0.02989982891826	0.874664806757345	NA
BT_1050	0.122597432778153	0.58057044805387	NA
BT_1051	0.23015666254126	0.188588463730879	0.573603648205557
BT_1052	-0.160571694300605	0.059787651205001	0.310314611721187
BT_1053	0.021212380724923	0.897087862594854	0.983312534912097
BT_1054	0.161208440648371	0.169531143741795	0.541270080583631
BT_1055	0.280821635899457	0.214073227207762	0.604852419307656
BT_1056	0.132051708560369	0.380862122457894	0.759441147723942
BT_1057	0.041977884473653	0.722240604189756	0.931492950362104
BT_1058	-0.134197791192572	0.147075075722835	0.502255994643174
BT_1059	-0.141197736660926	0.116647532365276	0.454117127874204
BT_1060	-0.159712721554353	0.049826920372797	0.280919417017047
BT_1061	0.097842625685562	0.649908756263311	0.905905807987329
BT_1062	-0.376128514073131	0.15651741063942	NA
BT_1063	-0.194136542926323	0.376010713167514	0.753645482101592
BT_1064	0.159370169263627	0.550664058814138	NA
BT_1065	0.104587187565544	0.477779522206661	NA
BT_1066	-0.13039270274814	0.610352776059666	NA
BT_1067	8.58254179304e-4	0.997266814576433	NA
BT_1068	0.032043373421113	0.793016976202136	NA
BT_1069	-0.046386351697201	0.592047838320521	0.887263081931297
BT_1070	0.066779175023168	0.469209479070405	0.824213866499575
BT_1071	0.021834625782029	0.800073645114752	0.960295789752465
BT_1072	0.31495712145114	4.2085332582671e-5	0.001212521511181
BT_1073	0.39492778885944	1.50117190903769e-6	6.69852196971816e-5
BT_1074	0.059739145435152	0.43657980697161197	0.804949959185264
BT_1075	0.571346210324133	1.05636355919436e-7	6.78111274226693e-6
BT_1076	0.45776923314345	4.52169634030671e-5	0.001282549372805
BT_1077	-0.017661223901331	0.872234230445425	0.980600862093446
BT_1078	-0.348735931900138	0.008593066996774	0.083845419043191
BT_1079	0.122286698036906	0.622053059198521	0.900352904907986
BT_1080	0.196180362752741	0.373630600848797	0.750337194569566
BT_1081	0.105417320627552	0.551561010758216	0.866541109802265
BT_1082	0.184736967210113	0.294485971818061	0.676931112285265
BT_1083	0.045240325064269	0.753407011148025	0.943139658466389
BT_1084	0.101912348545048	0.368364503983421	0.746109521797108
BT_1085	-0.143257697481458	0.135968407200335	0.485750977905657
BT_1086	-0.050611086324004	0.657314383707512	0.907082396965721
BT_1087	0.088035862667069	0.415865552974696	0.787120011668039
BT_1088	-0.048232346444424	0.640179243584114	0.90387738911791
BT_1089	-0.160309280105454	0.23240265671306	0.622975326676254
BT_1090	1.22296608469538	1.32874037123137e-22	6.94551574047942e-20
BT_1091	-0.305290080212451	3.00852264902462e-5	9.32896980744e-4
BT_1092	-0.140163832846896	0.600590908556226	NA
BT_1093	-0.277221960373697	0.156494415587086	0.519702958702639
BT_1094	-0.111515067643026	0.667652076898107	0.911075155471729
BT_1095	-0.51216110953204	0.049780034488477	NA
BT_1096	-0.018720339988785	0.935473718121708	NA
BT_1097	-0.029647854390133	0.874301041817765	NA
BT_1098	0.108427210157178	0.184558111500907	0.568432769344966
BT_1099	0.017222023460242	0.856428206104165	0.976365219154119
BT_1100	0.022886177097188	0.782506498093785	0.956948956057874
BT_1101	0.049468718801158	0.517005652071952	0.849309988697332
BT_1102	0.094767922250919	0.347541043085921	0.733649023074514
BT_1103	-0.112582998090698	0.1387802509266	0.489017349662411
BT_1104	-0.051637675582241	0.552506861592069	0.866541109802265
BT_1105	0.088974053034831	0.363112479589761	0.741446225599128
BT_1106	-0.010747768472994	0.902637166295537	0.983312534912097
BT_1107	0.037091315658929	0.674590030989747	0.912436058231807
BT_1108	-0.039631720425785	0.60968422952895	0.89394571621007
BT_1109	0.083544936290864	0.738653374385679	0.93528329878075
BT_1110	-0.181703937674003	0.434063816016888	0.802718498493463
BT_1111	-0.359936420859178	0.086490710635959	0.384065921219075
BT_1112	-0.353938738569555	0.151036698297005	0.509818523126146
BT_1113	0.017466365675492	0.941562597361397	0.988541046759718
BT_1114	-0.004823051269432	0.975573958622373	0.994209212941533
BT_1115	-0.009479662449329	0.941802156054763	0.988541046759718
BT_1116	-0.092667176036976	0.600523860974616	0.890322855472496
BT_1117	-0.191319105276422	0.203704348071273	0.591081847416961
BT_1118	0.061341709513314	0.596685896363805	0.888929480524718
BT_1119	0.08650171434523	0.513889350348431	0.848766585155395
BT_1120	-0.175541043402314	0.494708327233468	NA
BT_1121	0.004876213788782	0.985402801758178	NA
BT_1122	-9.13190372404e-4	0.997267900569374	NA
BT_1123	-0.257085858103247	0.084726269058877	0.382237865172675
BT_1124	-0.100801350959754	0.689312397425849	NA
BT_1125	-0.065709772003926	0.799792913756396	NA
BT_1126	-0.089971305492584	0.650096922098262	NA
BT_1127	0.025654719100071	0.859196110243395	NA
BT_1128	-0.057265286640307	0.501784898881359	NA
BT_1129	-0.194003511354688	0.448360018617165	NA
BT_1130	-0.408492635348184	0.126892777611632	NA
BT_1131	-0.001733539015412	0.991356295978766	NA
BT_1132	0.057986596091964	0.499712103140543	NA
BT_1133	3.11091084982e-4	0.99855679209219	NA
BT_1134	0.065828282202688	0.641136392252192	NA
BT_1135	-0.022589638049959	0.911934427534031	0.984405151168699
BT_1136	0.074703821123315	0.658187978483488	NA
BT_1137	-0.028076095548187	0.817105426119383	NA
BT_1138	-0.226673582640075	0.352365740969396	0.736530944436455
BT_1139	-0.027482429613143	0.855688201633067	0.976365219154119
BT_1140	-0.048519599122083	0.75921337866886	0.945912219420517
BT_1141	-0.013119984983932	0.94348264600809	0.989549630063186
BT_1142	-0.295568085607131	0.059504027043468	0.310003263085464
BT_1143	-0.263613762873591	0.271133331225992	0.663187887942071
BT_1144	-0.148573076706358	0.109391465089902	0.434275272460146
BT_1145	0.089066568894238	0.50106406074233	0.836783842198167
BT_1146	0.105026325897935	0.624009217500087	0.900693167695415
BT_1147	0.111392635540882	0.209413647468741	0.597694645934574
BT_1148	0.052959500867581	0.668553373173434	0.911075155471729
BT_1149	0.044171845127819	0.692392342743913	0.916924930184573
BT_1150	-0.116632281416229	0.363144632457823	0.741446225599128
BT_1151	0.099807372660153	0.318950787099908	0.706071798549525
BT_1152	0.112691254513559	0.16116059850974301	0.528866932688026
BT_1153	0.152369015577791	0.067063819870194	0.33340559362098
BT_1154	-0.142244574406668	0.12780028361579	0.46947041745161
BT_1155	0.311726858925619	1.17154422474e-4	0.00275517694827
BT_1156	0.31336111526829	7.54386909028e-4	0.012703712302013
BT_1157	0.315896402302758	0.001472679990974	0.020885798786724
BT_1158	0.445211128713131	4.58136956251785e-6	1.80249798164e-4
BT_1159	0.38610163332836	9.63536368499556e-5	0.002448319147458
BT_1160	0.542360067109139	2.46703821763767e-10	2.6549684818636e-8
BT_1161	0.171152935723904	0.131853330854998	0.480529220715575
BT_1162	-0.069601601530285	0.52017085221351	0.850449127904037
BT_1163	-0.258607382692	0.248630531126347	0.643678068523133
BT_1164	-0.082916403004632	0.72787720555298	0.931492950362104
BT_1165	-0.096259141640898	0.718727017882808	NA
BT_1166	-0.342436431074083	0.175291304287393	NA
BT_1167	-0.151697751706429	0.525278580258182	NA
BT_1168	-0.213064421255392	0.387857032872837	NA
BT_1169	-0.409968196511176	0.047040028947748	NA
BT_1170	0.072471664636015	0.786681441709782	NA
BT_1171	0.02977599792233	0.815754081614683	0.961335533028465
BT_1172	0.244928455494848	0.352895179013407	0.736530944436455
BT_1173	0.309615106469992	0.226518612934615	0.615773851952272
BT_1174	0.181081321228819	0.405429814770597	NA
BT_1175	-0.053158153403632	0.723445140017793	0.931492950362104
BT_1176	0.179776031130504	0.483830053699222	NA
BT_1177	-0.307584563294528	0.135657805969583	0.485750977905657
BT_1178	-0.450110445712789	9.83188866296e-4	0.015573541392974
BT_1179	-0.527821577840443	0.018752041474842	0.146297909928455
BT_1180	-0.08035201918601	0.749189722529455	0.941937633220181
BT_1181	-0.03788375622116	0.887105058685253	NA
BT_1182	0.034318442512461	0.897965707597949	NA
BT_1183	0.345427129694683	5.41509926754e-4	0.009740767024449
BT_1184	0.312240161822797	0.081538743351694	0.375866659281904
BT_1185	-0.090308197904008	0.538517128156145	0.862711984204612
BT_1186	-0.134623264108303	0.142899346395616	0.495610150200531
BT_1187	-0.33654732660831	0.081562756892548	0.375866659281904
BT_1188	-0.028151063686489	0.795179892156092	NA
BT_1189	0.048404254258763	0.841534559198838	NA
BT_1190	0.168368795273728	0.483776699573964	0.826894219599178
BT_1191	-0.059092701553647	0.68960228474671	0.914554099270827
BT_1192	0.321039196718858	0.012597183804158	0.110800710431279
BT_1193	-0.029584753434797	0.866709463003178	0.97879106408275
BT_1194	-0.136199274345489	0.093409435862926	0.400407986562253
BT_1195	-0.314373499872407	1.75877089683e-4	0.003830561137802
BT_1196	-0.122260124598445	0.582229022249205	0.880684577267401
BT_1197	-0.61739495907549	1.80775089168281e-13	3.6747558403707794e-11
BT_1198	-0.632607727203887	1.42959091749e-4	0.003170226161874
BT_1199	-0.375576250893209	0.063902543204646	0.325200842261194
BT_1200	-0.054646814563849	0.450172856891289	0.814738933724761
BT_1201	0.025648944346758	0.888611562819255	0.983198774735602
BT_1202	-0.096527287842179	0.414833596420245	0.786584190004565
BT_1203	0.002012287615631	0.983830679468401	0.995417579414609
BT_1204	-0.00654802688227	0.934932905790093	0.987320458620788
BT_1205	-0.065925465778832	0.434042270025973	0.802718498493463
BT_1206	0.037765889821191	0.747952938392408	0.941437840240049
BT_1207	0.351896241131274	9.57264917427e-4	0.015295337698104
BT_1208	0.195734925582451	0.464854033615433	NA
BT_1209	0.068434833026589	0.490400890593654	0.832604765412715
BT_1210	0.055291861014618	0.564450924912052	0.869919029701863
BT_1211	3.72433773895e-4	0.998094349623717	0.999259282200281
BT_1212	0.136053307561536	0.610879773095806	NA
BT_1213	0.216605080225842	0.410533451229425	0.781243797750106
BT_1214	0.063582386457511	0.686388034379249	NA
BT_1215	0.085993982791087	0.747929243904608	NA
BT_1216	-0.076339527280052	0.624776316693965	0.901161584044693
BT_1217	-0.112053891123708	0.417942502425158	0.787867911578389
BT_1218	-0.093423019447599	0.456503864937876	0.816030824259619
BT_1219	-0.016892067757537	0.844870722887515	0.972438494823975
BT_1220	-0.115601105563063	0.213404897873423	0.604371920525429
BT_1221	-0.133407916802897	0.157382794649313	0.521615621034272
BT_1222	-0.22591030353801	0.002477290280728	0.032090999574992
BT_1223	-0.133292094637719	0.39587212686757	0.769657870461445
BT_1224	-0.050460059117591	0.549043797894704	0.865181419679897
BT_1225	-0.031033523828715	0.787167040962853	0.957497762376453
BT_1226	-0.119054378993896	0.214459585679341	0.60501744333131
BT_1227	-0.264159245963108	0.017573689977084	0.139417446053063
BT_1228	-0.203924171599881	0.013619893740747	0.117097279015516
BT_1229	-0.212714581159061	0.150901416205143	0.509818523126146
BT_1230	0	1	NA
BT_1231	0	1	NA
BT_1232	0.113957011156323	0.603120214346583	0.891037782920398
BT_1233	-0.044864926832561	0.706747158924436	0.92259635283458
BT_1234	-0.179754780459056	0.228085121903721	0.618696800566981
BT_1235	-0.013916604124729	0.877839924721696	0.982519345847501
BT_1236	0.039367555942898	0.71537781151043	0.928084471747105
BT_1237	0.060442579114694	0.650581387966086	0.905905807987329
BT_1238	0.054088222525386	0.632032267633112	0.903131966986478
BT_1239	-0.301220646512224	0.008554179903139	0.083689155790341
BT_1240	0.049282811902521	0.651484518658798	0.905905807987329
BT_1241	-0.053383221016675	0.674121105364042	NA
BT_1242	0.008720604641572	0.913408031115105	0.984572731263403
BT_1243	-0.071991247839322	0.364876574189511	0.743779044545638
BT_1244	-0.066861303688974	0.434921550042116	0.803320520749169
BT_1245	0.06918903344261	0.635568462417423	NA
BT_1246	0.002175854753172	0.991873697528956	NA
BT_1247	-0.205255061044246	0.25440365247053	0.650731163813667
BT_1248	0.062372054440309	0.815506361155375	NA
BT_1249	-0.185264201236865	0.466776584812733	0.823895573482774
BT_1250	0.054313034835738	0.813941510355138	0.960812782803122
BT_1251	0.131534864772606	0.616743563889011	0.898942769674578
BT_1252	-0.094873716741928	0.721852295288449	NA
BT_1253	0.458682800295449	0.086436489025309	NA
BT_1254	0.092178250441425	0.560981210393201	0.868236587366759
BT_1255	-0.214074832499703	0.083549513980863	0.379289915205928
BT_1256	-0.01682515869669	0.92755956540698	0.986303683276576
BT_1257	-0.279433667514764	0.004135581507533	0.048345344204678
BT_1258	0.073769257188903	0.576201355203023	0.877319075857039
BT_1259	-0.14577028561657	0.121426266256642	0.459909497473987
BT_1260	-0.116898569655602	0.556723256482742	0.868060929494042
BT_1261	-0.234710422170727	0.377151203281261	NA
BT_1262	-0.212543723637504	0.060953941103945	0.314570480252939
BT_1263	0.089228934842437	0.465964845571562	0.823257059365691
BT_1264	0.013094211274656	0.944726457869427	0.98964147498766
BT_1265	0.253075526060508	0.29937625756466	0.682158648782499
BT_1266	0.303886040781954	0.026617079799515	0.184454346565202
BT_1267	0.287290200037397	0.00415646810612	0.048434766879916
BT_1268	0.302507176751556	0.001358550257699	0.020125244505757
BT_1269	0.306168494274656	0.006486515136389	0.067618686279335
BT_1270	-0.351131908649906	0.026939296128163	0.185573577516918
BT_1271	0.373750687993649	0.004448507873898	0.050834988949417
BT_1272	-0.160698066866631	0.270406275702351	0.662947478918848
BT_1273	-0.016338608381881	0.891829489141031	0.983198774735602
BT_1274	-0.026473805477245	0.85058487833132	0.974452274593482
BT_1275	0.08775289549906	0.651659709425803	0.905905807987329
BT_1276	0.075272062243818	0.777848098006132	NA
BT_1277	0.132312550642351	0.621100944460176	NA
BT_1278	-0.018187899285061	0.945030747831894	0.98964147498766
BT_1279	0.12598570208967	0.63546914854521	NA
BT_1280	-0.015028439300578	0.953971292510467	NA
BT_1281	0.080562203751644	0.723591123820482	NA
BT_1282	-0.162276368577351	0.357991915095792	NA
BT_1283	0.057369520985324	0.829287561361029	NA
BT_1284	0.076680127964398	0.719092333037471	NA
BT_1285	-0.085120305863442	0.749897269818104	NA
BT_1286	-0.129874282575332	0.615234643105984	NA
BT_1287	-0.362311194444939	0.016341335389074	0.133466397742456
BT_1288	0.072387279687358	0.670203896115521	0.911626786574979
BT_1289	0.051264303546281	0.802813690662417	0.960295789752465
BT_1290	0.285466192842581	0.050708024909315	0.283701319790802
BT_1291	0.165928497340509	0.08641287671974	0.384065921219075
BT_1292	0.005655800685081	0.937296695818353	0.987833702746544
BT_1293	0.123031164051901	0.159845159994768	0.525761340319718
BT_1294	0.015771953292692	0.849317966121066	0.974452274593482
BT_1295	0.265967566630438	0.036127339802146	0.227130474804213
BT_1296	0.215029245725081	0.023942123857739	0.171102014053646
BT_1297	0.301861551577237	0.003974229681576	0.047060538527144
BT_1298	0.216526456757822	0.029120034568246	0.195146898324563
BT_1299	0.283494410004388	0.001761094186516	0.023866087512829
BT_1300	0.292955985705213	0.005934640941855	0.063486120698333
BT_1301	0.253503016443862	0.003885504064631	0.046159283676902
BT_1302	-0.087502574004201	0.725445684668889	0.931492950362104
BT_1303	-0.027945520220048	0.891698949822814	0.983198774735602
BT_1304	-0.169617699031546	0.522869942707957	NA
BT_1305	-0.207213362661857	0.353824495475803	0.736849077373913
BT_1306	-0.333410297889454	0.103730173514256	0.423131220611666
BT_1307	0.219909455085978	0.342365234639798	0.728322321829663
BT_1308	0.011210134357127	0.932511227808845	0.986999879245751
BT_1309	-0.00583122890276	0.948331447960306	0.989795275678874
BT_1310	-0.15613586726608	0.223999754068699	0.614404123041506
BT_1311	0.164391143345728	0.091726213526061	0.396721294671225
BT_1312	0.017065399453843	0.829045461826113	0.967307826792649
BT_1313	-0.188167559317779	0.053730276070033	0.293864829116829
BT_1314	-0.122391394162358	0.376393974525838	0.753645482101592
BT_1315	0.108010173976249	0.517742541131508	0.849309988697332
BT_1316	0.039072748459978	0.703524950390908	0.920559259612681
BT_1317	-0.033723027629619	0.689315656622795	0.914554099270827
BT_1318	0.135526598098644	0.576983444738518	0.87746567925945
BT_1319	-0.05958035543748	0.803528383577137	0.960295789752465
