locus_tag	b_theta_rnaseq_WT_vs_del_MasB_log2FoldChange	b_theta_rnaseq_WT_vs_del_MasB_p_value	b_theta_rnaseq_WT_vs_del_MasB_padj
BT_2156	-0.569713954195852	1.16458172458e-4	0.00275517694827
BT_2157	-0.606197004548729	1.51449544618002e-10	1.73173088674147e-8
BT_2158	-0.611969091048748	6.7163853930306e-6	2.48234890435e-4
BT_2159	-0.765899249493437	1.48189496198607e-9	1.35556341647676e-7
BT_2160	0.0975179563482	0.40356279597883	0.773918380758144
BT_2161	0.322613898363956	1.75562150335599e-5	5.68479564671e-4
BT_2162	0.289233759754516	2.5783682577e-4	0.005330084437814
BT_2163	0.361222269171519	2.25548877499138e-6	9.70921579728643e-5
BT_2164	0.181138399932008	0.284875843424734	0.673359632487792
BT_2165	-0.010753582193539	0.887178196049879	0.983198774735602
BT_2166	-0.01036659681902	0.892281061664158	0.983198774735602
BT_2167	-0.081361736517194	0.336702573589605	0.7250957038871
BT_2168	-0.010255513741522	0.954118351003568	0.99003027334098
BT_2169	0.192154697675063	0.455329343587857	0.816030824259619
BT_2170	0.177311743141452	0.295731922889354	0.67842200993865
BT_2171	-0.307029302234833	0.2490064910706	0.643678068523133
BT_2172	-0.277718176692587	0.298930999114377	0.682158648782499
BT_2173	0.270156650505416	0.259492527766159	0.656173572284986
BT_2174	-0.154534157743967	0.237854958848332	0.631117689939119
BT_2175	-0.096164243959469	0.559756161368309	0.868060929494042
BT_2176	-0.063779392971575	0.808908531928161	0.960295789752465
BT_2177	0.233221799853796	0.379040821949666	NA
BT_2178	-0.390302881127059	1.04120685879e-4	0.002591684283201
BT_2179	-0.207006567611466	0.007764598351603	0.07762476876644
BT_2180	0.30091431036179	0.023237614482202	0.167046034165769
BT_2181	-0.189461437647673	0.245445143609228	0.639205537698339
BT_2182	0.009902483459014	0.965964626370585	0.99184728257532
BT_2183	-0.074716298426233	0.679807338338697	0.913861145627365
BT_2184	-0.126847822417604	0.49222925975488	NA
BT_2185	-0.181591776856025	0.393087861783168	NA
BT_2186	0.092813942123172	0.452363076849863	0.816030824259619
BT_2187	-0.065330431491162	0.779546214603634	0.956405514125389
BT_2188	0.170505329463912	0.5164338850702	NA
BT_2189	-0.266221559551057	0.012197347039242	0.107802156561806
BT_2190	0.153283866066295	0.527284732970228	NA
BT_2191	-0.173183578886358	0.51060720740532906	0.84857989430796
BT_2192	-0.046794474091066	0.86070648213406	NA
BT_2193	-0.112458443856063	0.609808283044639	0.89394571621007
BT_2194	0.119682595909166	0.652361203529751	NA
BT_2195	-0.075980976311344	0.775304977987393	NA
BT_2196	-0.31473520535467	0.158305571691494	0.524067794485017
BT_2197	0.014355009379258	0.906244771674561	0.983669421405286
BT_2198	-0.199338811107377	0.33414956687798	0.722181491557312
BT_2199	-0.282304053380667	0.196145009675914	0.58301753891484
BT_2200	0.119213292104866	0.651265170886696	NA
BT_2201	-0.217672525928718	0.415771326305051	NA
BT_2202	0.093648983505056	0.698033363183929	0.918129245665572
BT_2203	-0.041692400679377	0.876101724325476	NA
BT_2204	0.006477276743139	0.963117999017021	0.991572526281171
BT_2205	0.251038909435504	0.260486559900612	0.656871345745237
BT_2206	-0.118013894007435	0.633817904787144	0.903131966986478
BT_2207	0.20724010931162	0.182526041358514	0.5650277371665
BT_2208	0.184892796727693	0.393521421468855	0.767255929395479
BT_2209	-0.099889375663409	0.532473898173224	0.858288452622846
BT_2210	-0.030964918565256	0.883579784457238	0.983198774735602
BT_2211	0.279407007707917	0.290837367280223	0.675189104229629
BT_2212	0.218311401651413	0.257997462295352	0.654794011010498
BT_2213	0.01528961761084	0.933581520924078	0.987320458620788
BT_2214	0.262801298596473	0.193813663215421	0.579565994432764
BT_2215	0.233591305700793	0.227063012655066	0.616795518414912
BT_2216	-0.154137980012255	0.393588242545863	0.767255929395479
BT_2217	0.009905817736342	0.954127504599466	0.99003027334098
BT_2218	-0.050594256933898	0.833128432575999	0.967480860315615
BT_2219	0.15845501209885	0.274658799201918	0.664227723912635
BT_2220	-0.191389528179476	0.283028062946277	0.673341796047091
BT_2221	-0.209872651761079	0.368180363739766	0.746109521797108
BT_2222	-0.253631660539982	0.006302348069673	0.066354281965449
BT_2223	0.145934229391733	0.549042594606251	0.865181419679897
BT_2224	-0.16493520688338	0.537437657254919	NA
BT_2225	0.294031325814202	0.239538302172293	0.633288040208397
BT_2226	-0.160626952947588	0.548655594461371	NA
BT_2227	-0.265468796732567	0.166965476685729	NA
BT_2228	0.064150516600294	0.372833049677462	0.749558312510897
BT_2229	0.03788364980487	0.634710095330718	0.903131966986478
BT_2230	-0.15076988138094	0.075407336572134	0.356941066646105
BT_2231	0.063046166340928	0.73076308899981	0.932393917868426
BT_2232	0.227887781686217	0.388891051672437	0.764908642884272
BT_2233	-0.264333532550984	0.039386827560385	0.239430565562686
BT_2234	-0.235535189063939	0.135126816995391	0.484734336653074
BT_2235	-0.204039922417222	0.198436581329851	0.584840848360997
BT_2236	-0.098337739459331	0.687145135559941	0.914554099270827
BT_2237	0.075016109913538	0.735124073588146	0.934805272537508
BT_2238	-0.129182965784074	0.565932808232358	0.870978591689107
BT_2239	-0.044588310051953003	0.745311239745144	0.940701561306478
BT_2240	-0.141270484517568	0.070627424856835	0.342256464618802
BT_2241	-0.50967615194348	5.43076379609e-4	0.009740767024449
BT_2242	0.159883564022658	0.200836004814572	0.587417219517601
BT_2243	-0.137041513747918	0.605950616945414	NA
BT_2244	0.224542205800718	0.360209644409473	0.740365754252374
BT_2245	-0.085455438312697	0.736652486023408	0.93528329878075
BT_2246	0.339322433445914	0.028901267512955	0.195087835074035
BT_2247	0.077679431629533	0.770420747229244	NA
BT_2248	-0.075818812579095	0.561502599755481	0.868236587366759
BT_2249	0.176314856301833	0.027216151901712	0.186486703760983
BT_2250	0.233046430546773	0.08590071922748	0.38388828888756
BT_2251	0.039772958836319	0.725881199270517	0.931492950362104
BT_2252	0.017217604028457	0.860081973523153	0.976365219154119
BT_2253	-0.354067526874422	0.026014036693444	0.181651450880367
BT_2254	-0.075745794734285	0.776473874683818	NA
BT_2255	0.324932753723436	0.11463332926339	0.44812323907558
BT_2256	0.174394758770838	0.10904881432765	0.434178032235986
BT_2257	0.056669901966898	0.512652090135058	0.848766585155395
BT_2258	0.04586049697138	0.545865188764419	0.865181419679897
BT_2259	0.270780473558996	0.146921999068803	0.502255994643174
BT_2260	0.36696780480875	0.007873016290041	0.078280887514295
BT_2261	0.04422545323962	0.831391366490212	0.967480860315615
BT_2262	-0.03419690194915	0.860823776165943	0.976365219154119
BT_2263	0.024285622700547	0.891444033166089	0.983198774735602
BT_2264	0.068416631022861	0.574310683534589	0.876314758570918
BT_2265	-0.025939902155048	0.872146387457051	NA
BT_2266	0.115702155662688	0.665560334599035	NA
BT_2267	-0.262933859553943	3.22420933971e-4	0.006376963229198
BT_2268	-0.161796288630369	0.516637149546898	0.849309988697332
BT_2269	-0.127080323296216	0.498989187517059	0.836064753152777
BT_2270	-0.068977366606833	0.630655757128592	0.903131966986478
BT_2271	9.60208748572e-4	0.997019406415859	0.999016692277337
BT_2272	0.023214001206868	0.737364889987185	0.93528329878075
BT_2273	-0.042828025256288	0.529221076512383	0.855260363112292
BT_2274	-0.061844902998325	0.517768824983288	0.849309988697332
BT_2275	-0.023408867244044	0.925512606642141	0.986303683276576
BT_2276	-0.080493361945249	0.672748084389225	0.912436058231807
BT_2277	-0.011884625215557	0.96455229052213	NA
BT_2278	0.005637045890103	0.964571802805773	0.99184728257532
BT_2279	-0.170098585227322	0.365693040459354	0.744199574549932
BT_2280	-0.041176104656213	0.808062256330815	0.960295789752465
BT_2281	0.240875893480982	0.291994353960984	0.675189104229629
BT_2282	-0.168359924817345	0.285872496360656	NA
BT_2283	-0.117619815318693	0.592315040569127	NA
BT_2284	0.0305993699351	0.847221684733922	NA
BT_2285	0.16972495808891	0.477800280556479	NA
BT_2286	0.170770466353841	0.483570909686938	NA
BT_2287	-0.023659470010003	0.920715409241661	NA
BT_2288	0.184682415256087	0.405246273512097	NA
BT_2289	-0.189831665027756	0.4749660739173	NA
BT_2290	0.120517446236886	0.622220308447613	NA
BT_2291	-0.024920092766027	0.853275221405379	NA
BT_2292	0.058042194141411	0.75885460141054	NA
BT_2293	0.051950793092662	0.833684225332536	NA
BT_2294	-0.131648529699398	0.609314957466037	NA
BT_2295	-0.030964937749567	0.867647088410574	NA
BT_2296	-0.179731532887629	0.498776125119627	NA
BT_2297	-0.154206499484965	0.338911961063564	0.726041490358067
BT_2298	-0.182790753484902	0.493463851692827	NA
BT_2299	-0.058688251468914	0.825495501351162	NA
BT_2300	0.027691317480453	0.867308048861427	NA
BT_2301	-0.052163932046137	0.816347883780913	NA
BT_2302	-0.096440225948077	0.517460345591105	NA
BT_2303	-0.002419859483592	0.98578152367056	NA
BT_2304	0.100473806005322	0.541112821561061	NA
BT_2305	-0.112262245090315	0.566457784768795	NA
BT_2306	-0.089299269306005	0.727609669398568	0.931492950362104
BT_2307	-0.1475891122047	0.496057577081309	NA
BT_2308	-0.115158290719536	0.666224522893663	NA
BT_2309	-0.165125831502527	0.530878020369854	NA
BT_2310	0.214825198980777	0.406971239103272	NA
BT_2311	-0.151046074199911	0.572756025050532	NA
BT_2312	-0.093770979640977	0.588751116631325	NA
BT_2313	-0.172541680015186	0.31176551518952	NA
BT_2314	-0.048354889059683	0.832801223957924	NA
BT_2315	-0.26573689219794	0.27169911262121	NA
BT_2316	-0.052147684958866	0.844933457033945	NA
BT_2317	-0.06243678404416	0.727495120881313	0.931492950362104
BT_2318	-0.312860192945383	0.239761016264919	NA
BT_2319	-0.324649229316145	0.198790709425477	0.584840848360997
BT_2320	-0.327930624943488	0.152275020014571	NA
BT_2321	0.076890357524242	0.770266793552853	NA
BT_2322	0.13215665831534	0.568422082208374	0.871641431406869
BT_2323	-0.153965073735095	0.507864880043493	NA
BT_2324	0.006684662119819	0.97826826633523	NA
BT_2325	3.22134089944856e-5	0.999558188923435	NA
BT_2326	-0.427318808843327	0.110458410769759	NA
BT_2327	-0.094179338278519	0.674616806400888	0.912436058231807
BT_2328	0.236914734139449	0.225398210649024	0.615773851952272
BT_2329	0.198909161883019	0.305099738030387	0.686312523578658
BT_2330	0.125660929713569	0.285619905997823	0.673401019964049
BT_2331	-0.102535497424368	0.498860447375088	0.836064753152777
BT_2332	-0.132722251101605	0.537873217692245	0.862435628192781
BT_2333	-0.230724683857073	0.090145794666368	0.393607950697185
BT_2334	-0.163067961318194	0.473198619641245	0.82621319537483
BT_2335	-0.189396290756246	0.429890149089602	NA
BT_2336	-0.110005667035073	0.28249893324906	NA
BT_2337	0.005172992452403	0.98451283946297	0.995417579414609
BT_2338	0.040702227657733	0.875421254058719	NA
BT_2339	-0.089187951704763	0.677094949910892	0.913192193779563
BT_2340	-0.006111488962008	0.97651940372886	0.994209212941533
BT_2341	-0.021775371103546	0.908008405148134	0.983883391184999
BT_2342	-0.138443296029311	0.537411059961311	0.862435628192781
BT_2343	-0.265603894859105	0.31410108111359	NA
BT_2344	3.86433161940962e-5	0.999515515616998	NA
BT_2345	0.040444830531091	0.871011350436894	NA
BT_2346	-0.260130239623305	0.302058031704257	NA
BT_2347	9.31203299923e-4	0.990262904322159	NA
BT_2348	-0.026028134473573	0.786372677317411	NA
BT_2349	-0.091215908959916	0.494063124200271	0.832935113926588
BT_2350	0.107963338099512	0.6198585128625	NA
BT_2351	0.026717624182333	0.901083741799691	NA
BT_2352	-0.117468235842925	0.545588861171784	0.865181419679897
BT_2353	0.054909605728345	0.58832334510549	0.884418701619141
BT_2354	0.007236365337174	0.938245588094737	0.987833702746544
BT_2355	0.089150801654113	0.322359826620438	0.707867607758497
BT_2356	0.015337481019715	0.953307170889985	NA
BT_2357	-0.140645863231008	0.595528757374244	NA
BT_2358	-0.069395245769262	0.795507863096956	NA
BT_2359	-0.071919332489627	0.676008136974747	NA
BT_2360	0.125326529322397	0.158766246934209	0.524067794485017
BT_2361	-0.228182528853674	0.018596905124039	0.145959730397081
BT_2362	-0.118679779645795	0.651474471285743	NA
BT_2363	-0.026839113012728	0.898394818406033	NA
BT_2364	0.573411156243692	1.46749381364687e-17	5.3695598641339006e-15
BT_2365	0.595935491686247	1.78734956298928e-16	5.4499267091481404e-14
BT_2366	0.157432836085836	0.413180474354623	0.785364860084969
BT_2367	-0.097453547872657	0.635702529679036	0.903131966986478
BT_2368	0.052186905097903	0.793040727510346	0.960295789752465
BT_2369	-0.232542654733214	0.007117799139786	0.072952456729629
BT_2370	-0.127131134325056	0.301865144531253	0.684726582749788
BT_2371	-0.111709090120635	0.4718896540142	0.82621319537483
BT_2372	-0.292467365631135	0.088611671158103	0.389928789777058
BT_2373	-0.037015203127907	0.781409741294663	0.956405514125389
BT_2374	0.169842255825277	0.164604794748403	0.533638550553369
BT_2375	-0.062837207684704	0.518534051503275	NA
BT_2376	0.01011952893193	0.969189651189704	0.992326393689176
BT_2377	-0.113893465489134	0.630755915269692	0.903131966986478
BT_2378	0.075495039834289	0.764376833621056	0.947765108173312
BT_2379	-0.059566462703818	0.823505097019194	NA
BT_2380	0.713510649681985	4.60005888293668e-12	7.28562799040959e-10
BT_2381	-0.130792360991453	0.413472747276652	0.78551234801935
BT_2382	1.16593303145872	1.6683807181933098e-44	2.03486834928978e-41
BT_2383	0.065932729003508	0.789572848050785	0.958542485407373
BT_2384	-0.057437219927046	0.72828693395916	0.931492950362104
BT_2385	0.083622540369921	0.558295598974751	0.868060929494042
BT_2386	0.106539059529374	0.689687595776147	NA
BT_2387	0.022401232769154	0.93331131171083	NA
BT_2388	-0.436543423757395	2.04983116148e-4	0.004386159192897
BT_2389	-0.069132417879793	0.481637809711537	0.82621319537483
BT_2390	-0.298650890338499	0.191198261145862	0.577566396169691
BT_2391	-0.052660585716339	0.69749143523817	0.918129245665572
BT_2392	-0.154528929564836	0.378654887884584	NA
BT_2393	-0.126018594368349	0.618647998135339	NA
BT_2394	0.058539907177016	0.787165564509049	NA
BT_2395	-0.09323029069458	0.725628989371256	NA
BT_2396	-0.212377677513967	0.401642925372555	0.773722076530143
BT_2397	-0.442636287487309	0.085518594128428	0.383471244994999
BT_2398	8.90796654245e-4	0.997188414050156	NA
BT_2399	0.03050673436802	0.908634066147166	NA
BT_2400	0.362569054066455	0.100515265455357	0.415359105186166
BT_2401	0.236231412294528	0.230722821565815	0.621202946364473
BT_2402	0.366916548500456	0.008884604138842	0.086459485489419
BT_2403	0.145638957462343	0.180552449367712	0.561769908364336
BT_2404	-0.087823039410493	0.478899230679275	0.82621319537483
BT_2405	0.072843386192478	0.559390831893321	0.868060929494042
BT_2406	-0.024034974558822	0.853084948679356	0.975283917795148
BT_2407	0.232558972791622	0.054356041174539	0.295525638421455
BT_2408	0.059489378507312	0.798149527895449	0.960295789752465
BT_2409	0.740529574156794	5.6684261667825e-6	2.16049701503e-4
BT_2410	0.28194819665431903	0.216276217182542	0.606855066471655
BT_2411	-0.019795124974438	0.919516938871549	0.985301054586136
BT_2412	0.18043690831733	0.098442360037641	0.411619149554812
BT_2413	0.073524598807536	0.515198301620698	0.848766585155395
BT_2414	-0.017589708371454	0.918573978516421	0.985301054586136
BT_2415	0.226152416604549	0.030824950739207	0.202492809254504
BT_2416	0.131633860729474	0.164177742644686	0.533333501772971
BT_2417	0.016103675396472	0.85800640768356	0.976365219154119
BT_2418	0.052873004960459	0.558552746615409	0.868060929494042
BT_2419	0.081807459982462	0.321007859945719	0.707144948549901
BT_2420	0.037858567879123	0.71840994328557	0.929841521924973
BT_2421	0.118093851581657	0.53221764604097	0.858256662346368
BT_2422	-0.171901033776624	0.425065353528187	0.795964241842188
BT_2423	0.046986097307784	0.860343442560668	0.976365219154119
BT_2424	-0.208786781638354	0.404421770470193	0.773943126647717
BT_2425	-0.231351817256137	0.249737262678859	0.643678068523133
BT_2426	-0.024800032651874	0.88195827039275	NA
BT_2427	0.046460142647667	0.8615348281349	NA
BT_2428	0.070190854692168	0.781860831561536	NA
BT_2429	-0.112166181676291	0.616821960511854	0.898942769674578
BT_2430	-0.095805814451105	0.188139633055198	0.572714573501637
BT_2431	-0.104212752414144	0.372369799480135	0.749388270240608
BT_2432	0.057554570520079	0.76806994794806	0.950090581319119
BT_2433	-0.066824046980751	0.527161851290876	0.854702926581274
BT_2434	-0.092988272082957	0.203932918906138	0.591121529072338
BT_2435	-0.0286291451914	0.776051045936352	0.955181034077054
BT_2436	0.349277560568313	0.065510913216367	0.32983157415037
BT_2437	-0.181057956068381	0.020745450979345	0.155230276346466
BT_2438	-0.208437171286331	0.001438605405075	0.020805759593549
BT_2439	0.045758830433914	0.662212513655223	0.908184253172586
BT_2440	0.099652591897008	0.488225783378398	0.830532215151864
BT_2441	0.075671356654308	0.478849988797564	0.82621319537483
BT_2442	-0.236611733316435	0.337717605880791	0.7250957038871
BT_2443	0.223637778881262	0.403037635322616	NA
BT_2444	-0.128620651775189	0.630687468725769	NA
BT_2445	-0.016353838714815	0.77324323285023	NA
BT_2446	-0.25947954564055	0.321666731448181	NA
BT_2447	-0.103303027406364	0.667010597232808	NA
BT_2448	0.028471433172119	0.912572362056361	0.984405151168699
BT_2449	0.162519440640482	0.525512471978711	0.853835748754234
BT_2450	-0.181100220574865	0.45979980482752	NA
BT_2451	-8.91387234871e-4	0.996451439895313	NA
BT_2452	-0.321351605173734	0.161924922275423	NA
BT_2453	-0.001731754866911	0.989844225614807	NA
BT_2454	-0.067093525598298	0.794013947471115	NA
BT_2455	-0.108803936568723	0.657746461207	NA
BT_2456	-0.25335383886456	0.198494147709359	NA
BT_2457	-0.109188185886909	0.668175963968232	NA
BT_2458	-0.390091297628242	0.089244143185535	0.392009987894204
BT_2459	-0.466747317152257	0.078554116605898	NA
BT_2460	0.246280190822619	0.341254783303491	NA
BT_2461	0.134759262977653	0.579941335994303	0.879405448985974
BT_2462	-0.226152915477931	0.224937224257922	0.615591102138922
BT_2463	0.136478706271698	0.557744576551101	0.868060929494042
BT_2464	-0.060374306918442	0.576595692911716	NA
BT_2465	-0.291818841482914	0.09125539522799	0.395620250164947
BT_2466	-0.253039051547781	0.235765936383969	0.629045225789557
BT_2467	-0.059542038047047	0.754011576470804	NA
BT_2468	-0.055504975113885	0.799386153602199	NA
BT_2469	NA	NA	NA
BT_2470	-0.003190413012158	0.989025704492038	NA
BT_2471	-0.061759669406088	0.497528903429907	NA
BT_2472	-0.144959222002594	0.555891708600062	0.868060929494042
BT_2473	-0.085843288066833	0.747499714436575	NA
BT_2474	-0.14478485174337	0.548084563186528	0.865181419679897
BT_2475	0.027962341166907	0.882712857468828	0.983198774735602
BT_2476	0.043108273628351	0.867612611984202	0.979208682063602
BT_2477	0.261511246231673	0.239059868511332	0.632905701313657
BT_2478	0.308537323469418	0.144149669251155	0.497588339424504
BT_2479	0.421990705633407	0.036524833634152	0.229235619669575
BT_2480	0.305905588106455	0.2262881520082	0.615773851952272
BT_2481	-0.207544238056925	0.432715291564998	0.802718498493463
BT_2482	-0.087392651655842	0.708075818311252	NA
BT_2483	-0.472398000978743	0.06089387956098	0.314570480252939
BT_2484	-0.082568175612219	0.672668600842448	0.912436058231807
BT_2485	-0.360760653102316	0.176401094944526	NA
BT_2486	0.100772377053559	0.436764961733055	0.804949959185264
BT_2487	0.030625321808525	0.81823955861946	NA
BT_2488	-0.126885293348467	0.280083908710568	0.671870124974286
BT_2489	-0.001171100928205	0.98858032497826	0.996967674299148
BT_2490	0.162119942164108	0.262781747215728	NA
BT_2491	-0.065543644303012	0.743028072776475	0.938791339188232
BT_2492	-0.084187696206192	0.658006078876651	0.907082396965721
BT_2493	0.151949497540867	0.056445924550101	0.300501371893472
BT_2494	-0.065753855164831	0.480655835199483	0.82621319537483
BT_2495	0.289362785917671	0.098050924395666	0.411619149554812
BT_2496	0.212462512982038	0.229243321399577	0.619498754062817
BT_2497	0.469097212852094	0.001466622453766	0.020880823184162
BT_2498	0.421462082851952	6.70373798249e-4	0.011703199100059
BT_2499	0.192834196952909	0.020411529749741	0.153674459576753
BT_2500	-0.05843387584994	0.479554101556509	0.82621319537483
BT_2501	-0.215739628161255	0.262416997515926	0.659014271730111
BT_2502	-0.197895482667297	0.050261274149714	0.282497699099547
BT_2503	-0.181608719890006	0.122566172774297	0.461388504301597
BT_2504	-0.122696895668285	0.249649567969557	0.643678068523133
BT_2505	-0.176609355849078	0.049986063824628	0.281383088514326
BT_2506	0.222095297903457	0.264672570605419	0.659890088294897
BT_2507	0.194771816972947	0.395812856387159	0.769657870461445
BT_2508	-0.030627649809379	0.901474638307028	0.983312534912097
BT_2509	-0.184217380416095	0.473484543424109	NA
BT_2510	0.067809049259192	0.353307356296265	0.736530944436455
BT_2511	-0.030918795192845	0.784840927544069	0.957497762376453
BT_2512	-0.116928058957154	0.306201212203648	0.687258740987596
BT_2513	-0.100288325561139	0.27353374055887	0.663187887942071
BT_2514	0.016415127018667	0.772416816921101	NA
BT_2515	-0.212156348035945	0.266433758637311	NA
BT_2516	0.119050733205738	0.638664624200175	0.90387738911791
BT_2517	0.185205056236866	0.07506736716383	0.355792093850328
BT_2518	0.206908040967445	0.013871765061856	0.118408241147984
BT_2519	0.216699140493881	0.013882791870042	0.118408241147984
BT_2520	-0.02600829059903	0.821711981194049	0.963284519658624
BT_2521	-0.036142815422548	0.653363708294038	0.905905807987329
BT_2522	-0.143720144881883	0.054953147876348	0.296171070395571
BT_2523	-0.109123757820205	0.463897714927696	0.821190971901518
BT_2524	0.045050266675724	0.820328585436631	0.963027329505342
BT_2525	-0.204586066506183	0.334089201911089	0.722181491557312
BT_2526	0.053061120611778	0.593443543116766	0.887490219444104
BT_2527	-0.185294998718033	0.019751092989029	0.150363675705203
BT_2528	0.013248738735574	0.930278315722917	0.986303683276576
BT_2529	0.051960751766223	0.827547264006658	NA
BT_2530	0.077269075313634	0.718930042830536	NA
BT_2531	0.144649827436325	0.561724536900617	NA
BT_2532	0.153843947680257	0.516556380717331	NA
BT_2533	-0.001175326277987	0.994951923985888	NA
BT_2534	0.021117927630797	0.891721940629395	0.983198774735602
BT_2535	0.047342508630026	0.856828647154161	0.976365219154119
BT_2536	0.127199352360536	0.630055286720027	NA
BT_2537	0.08433558416377	0.710504926837115	0.924844371147991
BT_2538	0.617868863266526	0.005773583471709	0.062133946832304
BT_2539	-0.418007934639542	0.021052851896635	0.156569888393874
BT_2540	-0.160099422902422	0.388392388903413	0.764908642884272
BT_2541	0.039446915456886	0.63734281375503	0.90387738911791
BT_2542	-0.056405876382217	0.619711374738484	0.899546703874019
BT_2543	0.03747997366179	0.804618910202085	0.960295789752465
BT_2544	0.070300649408515	0.603843413929231	0.891037782920398
BT_2545	-0.058921232413967	0.6254193816981	0.901658596388238
BT_2546	-0.106488898316117	0.56265200876255	0.868585245906906
BT_2547	0.321498398628806	0.009449766013743	0.090991299590222
BT_2548	0.243470255753443	0.02632620546113	0.183132292361738
BT_2549	0.368378449577766	0.010727600511622	0.098893964583157
BT_2550	-0.206771852313428	0.137206239502131	0.486942415459065
BT_2551	-0.005867757628559	0.975549256116943	0.994209212941533
BT_2552	-0.022609144639089	0.844564611252917	0.97239204297496
BT_2553	-0.156570817086424	0.065313259698802	0.329629265155744
BT_2554	-0.074009502537069	0.377098187043863	0.753990309504642
BT_2555	0.099444293403338	0.578022605441555	NA
BT_2556	-0.19252088887748	0.134114091780235	0.482995533291219
BT_2557	0.074160227281289	0.723711049162204	0.931492950362104
BT_2558	0.171888646342316	0.109349134566572	0.434275272460146
BT_2559	-0.175533744024608	0.505687787650813	NA
BT_2560	-0.189966011945366	0.473054353957476	0.82621319537483
BT_2561	-0.223612877417319	0.095183264880929	0.405443033992221
BT_2562	-0.244128379092513	0.194394924851885	0.579699290980479
BT_2563	0.13274853337066	0.079874943129542	0.371835136019078
BT_2564	0.1383174808618	0.125902530593784	0.467485717633755
BT_2565	-0.174404359294132	0.101313700583728	0.416524528579618
BT_2566	-0.257215139250201	0.014232851577076	0.119758885724162
BT_2567	-0.388726008051343	1.30712475796696e-5	4.43578655422e-4
BT_2568	-0.264534441251918	0.009335805695427	0.090131168969834
BT_2569	-0.246118681790697	0.005668943523395	0.061487393794519
BT_2570	-0.239605544419496	0.005375206914152	0.05888587454755
BT_2571	-0.501668126012337	2.78968408359553e-10	2.9164154462503e-8
BT_2572	-0.348000521326372	0.009551820831105	0.091497004597828
BT_2573	-0.226643591104504	0.005546300614806	0.060398553421353
BT_2574	-0.236409976644628	0.125727953634728	0.467485717633755
BT_2575	0.052065082199636	0.793530348102622	NA
BT_2576	0.052558501466076	0.82373682135154	NA
BT_2577	0.145427609197421	0.189989643824931	0.575950378422057
BT_2578	0.211875601736459	0.136549733711547	0.486026727286529
BT_2579	-0.153420475270906	0.291036491221349	0.675189104229629
BT_2580	-0.03039220124606	0.707788408825662	NA
BT_2581	0.032037409524953	0.770065146973605	NA
BT_2582	1.1774961405e-4	0.999077590361881	NA
BT_2583	-0.033806243842071	0.811970807863505	NA
BT_2584	0.138276447671375	0.431290397656852	NA
BT_2585	0.033350460647454	0.792643527759246	NA
BT_2586	0.001024409502321	0.993637780756728	NA
BT_2587	0.081500860907435	0.638070307186673	NA
BT_2588	-0.060366136639951	0.634556845297939	NA
BT_2589	0.06257240865238	0.631594721632753	NA
BT_2590	-0.098334646425788	0.658068701702671	NA
BT_2591	0.066600688908505	0.716164545613493	0.928459966220076
BT_2592	-0.247476282663452	0.34173290540695	NA
BT_2593	-0.179405929926757	0.375144842136119	NA
BT_2594	0.081649760895675	0.495221762143116	NA
BT_2595	-0.019467276286711	0.932149077732033	NA
BT_2596	0.172846676770965	0.487493475401635	NA
BT_2597	0.088395444021777	0.425468540973114	NA
BT_2598	0.08332722238567	0.529211027174071	NA
BT_2599	-0.039795412980566	0.878392725646277	NA
BT_2600	-0.087223345250509	0.645354382060013	NA
BT_2601	0.184347019296567	0.274656924581036	NA
BT_2602	-0.085694170058078	0.576975609388401	0.87746567925945
BT_2603	0.004343475847143	0.986506250400996	0.996033766616237
BT_2604	-0.031081004613717	0.829724279334503	NA
BT_2605	-0.024595392998589	0.739603953225063	NA
BT_2606	-0.099127841712623	0.273685080839718	0.663187887942071
BT_2607	-0.119962665528702	0.654197620968001	NA
BT_2608	-5.28935702157e-4	0.997593573667154	NA
BT_2609	-0.056777363151706	0.731916492526206	NA
BT_2610	-0.032738321581555	0.564067573239004	NA
BT_2611	-8.03681839889e-4	0.993386769434116	NA
BT_2612	0.120917160861493	0.257853783817584	NA
BT_2613	-0.133680677942235	0.250723718353928	NA
BT_2614	-0.353972346835712	0.133791267539951	NA
BT_2615	-0.255585354242703	0.318891351598243	NA
BT_2616	NA	NA	NA
BT_2617	-0.352696159847683	0.166681368176964	0.536400286859728
BT_2618	-0.174743544049591	0.511137305953566	NA
BT_2619	0.01606130144407	0.94878696999973	0.989795275678874
BT_2620	0.154481096742696	0.498621123561767	0.836064753152777
BT_2621	0.35424555167305	0.182088488075781	NA
BT_2622	0.052012137063355	0.83430512935301	0.967480860315615
BT_2623	-0.325110922412211	0.081401424749915	0.375866659281904
BT_2624	-0.078250976492787	0.746404656205033	0.940948655491109
BT_2625	0.023287091679388	0.905224579084409	0.98343727282359
BT_2626	-0.162947764811421	0.456522300426193	0.816030824259619
BT_2627	-0.142855288720835	0.573987671419685	0.876187271474604
BT_2628	0.161561757625192	0.441342020843808	0.808388251460025
BT_2629	0.248091503635184	0.336302321564743	0.72487750220534
BT_2630	0.090794801183171	0.559886251327122	0.868060929494042
BT_2631	-0.029952999318328	0.899458854442739	0.983312534912097
BT_2632	0.299537769179829	0.256825239146275	NA
BT_2633	0.016415127018667	0.772416816921101	NA
BT_2634	-0.180040914506492	0.390331279372825	NA
