MAPS_BTnc201_logFC	MAPS_BTnc201_logCPM	MAPS_BTnc201_F	MAPS_BTnc201_p_value	MAPS_BTnc201_FDR	id_lower	b_theta_rnaseq_WT_vs_del_MasB_log2FoldChange	b_theta_rnaseq_WT_vs_del_MasB_p_value	b_theta_rnaseq_WT_vs_del_MasB_padj	locus_tag
0.177744477029282	7.33481309534428	1.61797316750743	0.109537748538811	0.681453176637482	bt_2072	-0.116723757848512	0.169969752006175	0.541270080583631	BT_2072
-0.422212915694007	1.30988352937176	1.6160238232067	1	0.681638066423393	bt_0221	0.008881540127948	0.938428518925112	0.987833702746544	BT_0221
-0.691322111480024	0.142688011765346	1.60579264121889	1	0.683425531685085	bt_1888	-0.105111232340694	0.641572964409667	0.90463024153178	BT_1888
-0.268878425053018	2.99826354921959	1.60870701196144	1	0.683425531685085	bt_2128	0.105962258516766	0.283688486822359	0.673359632487792	BT_2128
0.230389464883534	3.92734831470791	1.60731932498688	0.110268697692602	0.683425531685085	btnc033	NA	NA	NA	BTnc033
0.361306918962272	1.633560652265	1.60725419279666	0.110273185418504	0.683425531685085	bt_3257	-0.090053806865904	0.454943426297935	0.816030824259619	BT_3257
0.183306862352717	7.56197782575115	1.60403537627082	0.110495257928832	0.68353363504471	btnc209	NA	NA	NA	BTnc209
-0.238295384492087	2.94891641186345	1.60175470868473	1	0.683743856987503	bt_4495	0.022054826287723	0.850858540105566	0.974452274593482	BT_4495
-0.167797785761713	5.6303515494004	1.59904209361943	1	0.683743856987503	bt_3841	-0.058480643940814	0.426388937670875	0.796826591847926	BT_3841
0.795733816446023	-0.589859047751295	1.59984283675818	0.110785364911462	0.683743856987503	bt_3739	0.105163454289989	0.620020985835003	0.899546703874019	BT_3739
-0.505183251607621	0.942542479503428	1.59632602355299	1	0.68392520911262	bt_3216	-0.239305921804559	0.286179772657892	0.673401019964049	BT_3216
1.0186040194657	-0.891260338022989	1.59562649327072	0.111078099140291	0.68392520911262	bt_3292	-0.005267092622718	0.978870423024163	0.994408123515383	BT_3292
-0.619828710293585	0.403706274349628	1.59049634167923	1	0.684845174908663	bt_2367	-0.097453547872657	0.635702529679036	0.903131966986478	BT_2367
-0.408816312469275	1.38399686160107	1.59073325565025	1	0.684845174908663	bt_4390	0.336752253105881	0.097118762925033	0.409398103159789	BT_4390
-0.499617346873413	1.13874053483355	1.5707731913542	1	0.685135645692166	bt_0383	0.055669371410723	0.783319866395148	0.95730373785566	BT_0383
-0.39287107394452	1.65995074982805	1.57464764648924	1	0.685135645692166	bt_3321	0.399048467666388	0.029387650680613	0.195869551862345	BT_3321
-0.333969264411273	2.01939559559591	1.57932351431581	1	0.685135645692166	bt_4609	0.188553211200703	0.186302654617733	0.571401016970902	BT_4609
-0.300435359880369	2.33738046070895	1.58411742893716	1	0.685135645692166	bt_4161	-0.144071493896732	0.400334384065941	0.772993937360042	BT_4161
-0.270313849234149	2.77135772603488	1.57060072520588	1	0.685135645692166	bt_3942	-0.150059267101538	0.167747919880944	0.538411963898574	BT_3942
-0.17546467649401	7.20826504230065	1.58154931830894	1	0.685135645692166	btnc060	NA	NA	NA	BTnc060
0.172980110287975	5.13442217027558	1.57333087546609	0.112642571023136	0.685135645692166	btnc253	NA	NA	NA	BTnc253
0.197623524393986	4.19886923292073	1.57577322374659	0.112469825663956	0.685135645692166	bt_2178	-0.390302881127059	1.04120685879e-4	0.002591684283201	BT_2178
0.202358619572938	3.9959178998758	1.58714273534019	0.111670109930114	0.685135645692166	bt_0628	0.112084110545095	0.260293382112278	0.656836886309536	BT_0628
0.465173193670304	1.1244879786826	1.58093175328144	0.11210607825216	0.685135645692166	bt_1004	-0.021575499492649	0.872217952321618	0.980600862093446	BT_1004
0.731690771218223	-0.258994820336633	1.57860605662099	0.11226988553807	0.685135645692166	bt_1769	0.225665876937005	0.279886589718691	0.671870124974286	BT_1769
0.744556703876449	-0.327779018127684	1.57717532753276	0.112370808956869	0.685135645692166	bt_4176	0.033478103484323	0.860243137959676	0.976365219154119	BT_4176
0.892345742011758	-0.812289799963918	1.57277182263727	0.112682160084485	0.685135645692166	btnc274	NA	NA	NA	BTnc274
0.321545931879163	1.91209552455868	1.5616152021969	0.113475945507693	0.68692828926853	bt_3549	-0.00388487771212	0.978620930074288	0.994408123515383	BT_3549
0.508417677296002	0.837374029687229	1.56073887486238	0.113538598229491	0.68692828926853	bt_2776	-0.22171884670894	0.169860372499833	0.541270080583631	BT_2776
0.729272546945341	-0.234344559451287	1.56059671410134	0.113548766138584	0.68692828926853	bt_1459	0.007663888219204	0.973511417479447	0.994160836326346	BT_1459
0.77419039198156	-0.379047705908573	1.56272899943741	0.113396378812088	0.68692828926853	btnc133	NA	NA	NA	BTnc133
-0.56058495693434	0.765989218581037	1.553467486391	1	0.688997891643484	bt_1123	-0.257085858103247	0.084726269058877	0.382237865172675	BT_1123
-0.324237608103015	1.94936794510487	1.55012365420093	1	0.688997891643484	bt_0973	0.113166004167019	0.33833256170207	0.725224864245971	BT_0973
-0.293199783384592	2.47022598895687	1.5486304692242	1	0.688997891643484	bt_1342	-0.073618395243321	0.517909334862234	0.849309988697332	BT_1342
-0.173715970843945	7.32537169025992	1.54921077006848	1	0.688997891643484	bt_0418	0.329772905791316	3.03528862485719e-5	9.33287485576e-4	BT_0418
0.176205645761407	7.0567488262459	1.5485553106781	0.114414265506887	0.688997891643484	bt_2230	-0.15076988138094	0.075407336572134	0.356941066646105	BT_2230
-0.69028353332456	0.058307512496528	1.54548038117926	1	0.68970597670218	bt_2938	-0.059408961346209	0.824307342791696	NA	BT_2938
0.168817384878133	4.73735885977029	1.54154683648518	0.114921907975599	0.690790866023191	bt_0785	0.158625411443277	0.045700473280054	0.26627075116515603	BT_0785
-0.576841777484038	0.70215866371925	1.5359315170709	1	0.690793439804643	bt_0576	-0.052420699375111	0.75106818879269	0.942268266116614	BT_0576
-0.254657881728031	2.76940650059555	1.53290222759841	1	0.690793439804643	btnc055	NA	NA	NA	BTnc055
-0.168206773729277	4.65008142903307	1.53571103834566	1	0.690793439804643	bt_2416	0.131633860729474	0.164177742644686	0.533333501772971	BT_2416
0.16510698239316	6.00804894276027	1.53940697509111	0.115077479347048	0.690793439804643	bt_2434	-0.092988272082957	0.203932918906138	0.591121529072338	BT_2434
0.205920109216448	3.60891239576576	1.53314441368008	0.115534333382798	0.690793439804643	bt_0888	0.073087392671267	0.395818328658512	0.769657870461445	BT_0888
0.849639489896622	0.095463259664797	1.53499849181878	0.115398836092616	0.690793439804643	bt_1842	0.215361373101284	0.08649093169842	0.384065921219075	BT_1842
-0.661945604741484	0.638190715389871	1.5294172554658	1	0.691691362639343	bt_1289	0.051264303546281	0.802813690662417	0.960295789752465	BT_1289
-0.784926271848966	-0.385044363095977	1.48907997702069	1	0.6926800677069	bt_0524	-0.090122701387786	0.632111565455174	0.903131966986478	BT_0524
-0.743469773632264	-0.403816299595745	1.4865208126939	1	0.6926800677069	bt_2208	0.184892796727693	0.393521421468855	0.767255929395479	BT_2208
-0.714757981879149	0.012119757185509	1.48979962597333	1	0.6926800677069	bt_1178	-0.450110445712789	9.83188866296e-4	0.015573541392974	BT_1178
-0.6969540740585	-0.148762941986752	1.50855248838448	1	0.6926800677069	bt_3822	0.276049502053145	0.199647780326917	0.585695175534862	BT_3822
-0.540626909546929	0.777224683410926	1.48452068623993	1	0.6926800677069	bt_1524	-0.075331089139701	0.747562554047711	0.94127026333812	BT_1524
-0.523394674504868	0.777346998917376	1.52084294171966	1	0.6926800677069	btnc180	NA	NA	NA	BTnc180
-0.39271301779431	1.42033852698213	1.51507766607732	1	0.6926800677069	bt_3266	0.008157987310018	0.952334523577234	0.99003027334098	BT_3266
-0.256390901315036	2.667740521959	1.48032451078421	1	0.6926800677069	bt_3928	0.081255116652907	0.491439341673056	0.832622575381709	BT_3928
-0.253493040837307	2.61564540912321	1.48377806958419	1	0.6926800677069	bt_4538	0.070400017177197	0.480302899058855	0.82621319537483	BT_4538
-0.252391854958197	2.69221337655719	1.48496980264252	1	0.6926800677069	bt_4068	-0.020647815403891	0.883618010679645	0.983198774735602	BT_4068
-0.250927712710243	2.77624785702822	1.51126789500154	1	0.6926800677069	bt_1376	0.197223112809783	0.105269783915169	0.426558293848952	BT_1376
-0.244456553486452	2.85701771542675	1.5086809657906	1	0.6926800677069	bt_1939	-0.01056724975649	0.928048297143677	0.986303683276576	BT_1939
-0.222791550481125	3.26829216858167	1.5005106855312	1	0.6926800677069	bt_0414	0.189523004448524	0.061123843797387	0.315003020358645	BT_0414
-0.209229452925962	3.26711691035466	1.49394844274225	1	0.6926800677069	bt_0328	0.068817231723267	0.510032099843201	0.84857989430796	BT_0328
-0.191035532597641	3.71403840965986	1.48309545216789	1	0.6926800677069	bt_3555	-0.180032675623004	0.143542202061306	0.497306476735535	BT_3555
-0.189786752939655	3.59279297115546	1.47804453314851	1	0.6926800677069	bt_0250	0.081184825825258	0.39044895003919	0.766033623696191	BT_0250
-0.187219912361291	4.14964125754343	1.4924510513733	1	0.6926800677069	bt_2016	0.142126554423316	0.13610982211906	0.485750977905657	BT_2016
-0.174283051449911	4.83318352931897	1.48359696054889	1	0.6926800677069	bt_t07	NA	NA	NA	BT_t07
-0.170210012830883	4.40033589721253	1.47841299327853	1	0.6926800677069	bt_1224	-0.050460059117591	0.549043797894704	0.865181419679897	BT_1224
-0.166138125291566	5.15880165903473	1.49600091858048	1	0.6926800677069	bt_2664	0.168203766469265	0.050539896287347	0.283193691447781	BT_2664
0.16154226402277	5.15170118095252	1.48594499501342	0.119053690935993	0.6926800677069	bt_2078	-0.110823459581598	0.189849358097192	0.575950378422057	BT_2078
0.169634774913527	4.40921508062563	1.48459974432611	0.119156009187736	0.6926800677069	bt_2274	-0.061844902998325	0.517768824983288	0.849309988697332	BT_2274
0.175429176766658	7.37828716428201	1.51599755384848	0.116797176958628	0.6926800677069	btnc166	NA	NA	NA	BTnc166
0.175717153520499	4.12761889152989	1.48406966531529	0.11919635758513	0.6926800677069	bt_3833	0.172354692476972	0.058901264278235	0.308645151747294	BT_3833
0.17931901221744	4.13023073845245	1.48569065935393	0.119073026720895	0.6926800677069	bt_0346	-0.101094561807512	0.247939974223006	0.643095602432103	BT_0346
0.188637332134233	3.95752384734724	1.48853751237977	0.11885682670563	0.6926800677069	bt_2418	0.052873004960459	0.558552746615409	0.868060929494042	BT_2418
0.193532034011042	3.54308908291893	1.48590179475667	0.119056974935489	0.6926800677069	bt_2082	-0.156078883832145	0.2469008800085	0.641626647692543	BT_2082
0.264234964928412	2.44366355223084	1.49967438241493	0.118015903993444	0.6926800677069	bt_2119	-0.185988154269185	0.021542734854706	0.159564507759857	BT_2119
0.297332169889541	2.08239862088479	1.49405124710171	0.118439533062602	0.6926800677069	bt_0694	0.065455799405574	0.548706179999406	0.865181419679897	BT_0694
0.306302450389984	1.97965488757692	1.48186983013435	0.119363992672097	0.6926800677069	bt_0261	-0.180455137730606	0.048264357853747	0.275936383416968	BT_0261
0.337972097399899	1.91519951685684	1.486466008121	0.119014093741975	0.6926800677069	btnc100	NA	NA	NA	BTnc100
0.344304011052659	1.90690699429383	1.48233449169511	0.119328558492227	0.6926800677069	bt_1211	3.72433773895e-4	0.998094349623717	0.999259282200281	BT_1211
0.481379439185145	0.928421310458798	1.50782153137827	0.117405581875637	0.6926800677069	bt_3782	0.015169364286708	0.919777132421186	0.985301054586136	BT_3782
